Car_id,Company,Model,Engine,Transmission,Color,Body_Style,Dealer_Name
C_CND_025904,Chevrolet,Metro,Double Overhead Camshaft,Auto,Black,Passenger,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025905,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,Pars Auto Sales
C_CND_025906,Dodge,Ram Van,Double Overhead Camshaft,Auto,Red,Hatchback,Motor Vehicle Branch Office
C_CND_025907,Mercury,Sable,Overhead Camshaft,Manual,Red,Sedan,Tri-State Mack Inc
C_CND_025908,Chrysler,Town & Country,Double Overhead Camshaft,Auto,Pale White,Sedan,U-Haul CO
C_CND_025909,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Buddy Storbeck's Diesel Service Inc
C_CND_025910,Pontiac,Grand Am,Double Overhead Camshaft,Auto,Pale White,SUV,Star Enterprises Inc
C_CND_025911,Saturn,LS,Overhead Camshaft,Manual,Pale White,Sedan,Hatfield Volkswagen
C_CND_025912,Mercury,Sable,Overhead Camshaft,Manual,Red,Sedan,U-Haul CO
C_CND_025913,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,Enterprise Rent A Car
C_CND_025914,Cadillac,Catera,Double Overhead Camshaft,Auto,Pale White,Hatchback,New Castle Ford Lincoln Mercury
C_CND_025915,Buick,Park Avenue,Overhead Camshaft,Manual,Red,Hatchback,Race Car Help
C_CND_025916,Ford,Crown Victoria,Overhead Camshaft,Manual,Black,Passenger,Rabun Used Car Sales
C_CND_025917,Lincoln,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025918,Plymouth,Voyager,Overhead Camshaft,Manual,Black,Passenger,Progressive Shippers Cooperative Association No
C_CND_025919,Dodge,Neon,Overhead Camshaft,Manual,Red,Hardtop,Nebo Chevrolet
C_CND_025920,Lexus,GS400,Double Overhead Camshaft,Auto,Pale White,Hatchback,Tri-State Mack Inc
C_CND_025921,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,SUV,Star Enterprises Inc
C_CND_025922,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,SUV,Pars Auto Sales
C_CND_025923,Ford,Windstar,Double Overhead Camshaft,Auto,Pale White,Sedan,Race Car Help
C_CND_025924,Volvo,S40,Double Overhead Camshaft,Auto,Black,Sedan,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025925,Subaru,Outback,Overhead Camshaft,Manual,Pale White,SUV,Chrysler of Tri-Cities
C_CND_025926,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_025927,BMW,528i,Overhead Camshaft,Manual,Black,SUV,Chrysler Plymouth
C_CND_025928,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,SUV,Race Car Help
C_CND_025929,Subaru,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,Tri-State Mack Inc
C_CND_025930,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Black,SUV,Suburban Ford
C_CND_025931,Nissan,Frontier,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_025932,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Enterprise Rent A Car
C_CND_025933,Plymouth,Prowler,Double Overhead Camshaft,Auto,Pale White,Hatchback,Rabun Used Car Sales
C_CND_025934,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Saab-Belle Dodge
C_CND_025935,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,SUV,Chrysler of Tri-Cities
C_CND_025936,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,Passenger,New Castle Ford Lincoln Mercury
C_CND_025937,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Suburban Ford
C_CND_025938,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,SUV,Tri-State Mack Inc
C_CND_025939,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025940,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Enterprise Rent A Car
C_CND_025941,Infiniti,I30,Double Overhead Camshaft,Auto,Black,SUV,Diehl Motor CO Inc
C_CND_025942,Plymouth,Neon,Overhead Camshaft,Manual,Black,SUV,Hatfield Volkswagen
C_CND_025943,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,Rabun Used Car Sales
C_CND_025944,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,Sedan,Iceberg Rentals
C_CND_025945,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,Saab-Belle Dodge
C_CND_025946,Acura,RL,Overhead Camshaft,Manual,Red,SUV,Motor Vehicle Branch Office
C_CND_025947,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,Hardtop,Suburban Ford
C_CND_025948,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Suburban Ford
C_CND_025949,Jaguar,S-Type,Double Overhead Camshaft,Auto,Black,Passenger,U-Haul CO
C_CND_025950,Dodge,Ram Van,Double Overhead Camshaft,Auto,Red,Hatchback,Rabun Used Car Sales
C_CND_025951,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,Passenger,Pars Auto Sales
C_CND_025952,Honda,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,Hatfield Volkswagen
C_CND_025953,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,Scrivener Performance Engineering
C_CND_025954,Cadillac,DeVille,Double Overhead Camshaft,Auto,Red,SUV,U-Haul CO
C_CND_025955,Audi,A6,Overhead Camshaft,Manual,Black,SUV,Enterprise Rent A Car
C_CND_025956,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,SUV,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025957,Jeep,Wrangler,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_025958,Buick,Century,Double Overhead Camshaft,Auto,Pale White,Hardtop,Clay Johnson Auto Sales
C_CND_025959,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,SUV,Pars Auto Sales
C_CND_025960,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Red,SUV,Capitol KIA
C_CND_025961,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Pale White,Hardtop,Ryder Truck Rental and Leasing
C_CND_025962,Ford,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,Capitol KIA
C_CND_025963,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,SUV,Pars Auto Sales
C_CND_025964,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025965,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,Hatchback,Clay Johnson Auto Sales
C_CND_025966,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Classic Chevy
C_CND_025967,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Pale White,Sedan,Diehl Motor CO Inc
C_CND_025968,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,SUV,Nebo Chevrolet
C_CND_025969,Acura,RL,Overhead Camshaft,Manual,Red,SUV,Rabun Used Car Sales
C_CND_025970,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,Classic Chevy
C_CND_025971,Nissan,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_025972,Saturn,SW,Double Overhead Camshaft,Auto,Pale White,Passenger,Star Enterprises Inc
C_CND_025973,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Gartner Buick Hyundai Saab
C_CND_025974,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,Iceberg Rentals
C_CND_025975,BMW,323i,Double Overhead Camshaft,Auto,Black,Hatchback,Ryder Truck Rental and Leasing
C_CND_025976,Subaru,Forester,Overhead Camshaft,Manual,Red,Hatchback,Star Enterprises Inc
C_CND_025977,Mercury,Sable,Double Overhead Camshaft,Auto,Red,Sedan,Ryder Truck Rental and Leasing
C_CND_025978,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,SUV,Tri-State Mack Inc
C_CND_025979,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,Nebo Chevrolet
C_CND_025980,Ford,Expedition,Double Overhead Camshaft,Auto,Black,SUV,Progressive Shippers Cooperative Association No
C_CND_025981,Plymouth,Voyager,Overhead Camshaft,Manual,Red,Passenger,C & M Motors Inc
C_CND_025982,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,Hatchback,Diehl Motor CO Inc
C_CND_025983,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,Tri-State Mack Inc
C_CND_025984,Volkswagen,Passat,Double Overhead Camshaft,Auto,Black,Hatchback,Clay Johnson Auto Sales
C_CND_025985,Jaguar,S-Type,Overhead Camshaft,Manual,Red,Passenger,Saab-Belle Dodge
C_CND_025986,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Race Car Help
C_CND_025987,Ford,Mustang,Double Overhead Camshaft,Auto,Pale White,Hatchback,Iceberg Rentals
C_CND_025988,Subaru,Outback,Overhead Camshaft,Manual,Pale White,SUV,Rabun Used Car Sales
C_CND_025989,Audi,A6,Overhead Camshaft,Manual,Black,SUV,Classic Chevy
C_CND_025990,Saturn,SC,Double Overhead Camshaft,Auto,Black,SUV,Suburban Ford
C_CND_025991,Toyota,Camry,Overhead Camshaft,Manual,Black,Hatchback,Hatfield Volkswagen
C_CND_025992,Pontiac,Bonneville,Double Overhead Camshaft,Auto,Red,Hatchback,Clay Johnson Auto Sales
C_CND_025993,Dodge,Durango,Overhead Camshaft,Manual,Black,SUV,U-Haul CO
C_CND_025994,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_025995,Infiniti,I30,Double Overhead Camshaft,Auto,Red,SUV,Progressive Shippers Cooperative Association No
C_CND_025996,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,Hatchback,Capitol KIA
C_CND_025997,Pontiac,Bonneville,Double Overhead Camshaft,Auto,Red,Hatchback,Iceberg Rentals
C_CND_025998,Ford,Expedition,Overhead Camshaft,Manual,Black,SUV,Race Car Help
C_CND_025999,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,Hardtop,Tri-State Mack Inc
C_CND_026000,Honda,Civic,Double Overhead Camshaft,Auto,Pale White,Hatchback,Clay Johnson Auto Sales
C_CND_026001,BMW,328i,Double Overhead Camshaft,Auto,Black,Sedan,Nebo Chevrolet
C_CND_026002,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,SUV,Progressive Shippers Cooperative Association No
C_CND_026003,Lexus,LS400,Overhead Camshaft,Manual,Red,Sedan,Classic Chevy
C_CND_026004,Porsche,Boxter,Double Overhead Camshaft,Auto,Black,SUV,Iceberg Rentals
C_CND_026005,Lexus,LS400,Double Overhead Camshaft,Auto,Black,Sedan,Rabun Used Car Sales
C_CND_026006,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,Passenger,Rabun Used Car Sales
C_CND_026007,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,U-Haul CO
C_CND_026008,Mitsubishi,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,Gartner Buick Hyundai Saab
C_CND_026009,Plymouth,Voyager,Overhead Camshaft,Manual,Red,Passenger,McKinney Dodge Chrysler Jeep
C_CND_026010,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Pale White,SUV,Nebo Chevrolet
C_CND_026011,BMW,328i,Overhead Camshaft,Manual,Black,Sedan,Progressive Shippers Cooperative Association No
C_CND_026012,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,C & M Motors Inc
C_CND_026013,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,Suburban Ford
C_CND_026014,Saturn,SW,Double Overhead Camshaft,Auto,Red,Passenger,Diehl Motor CO Inc
C_CND_026015,Dodge,Viper,Double Overhead Camshaft,Auto,Red,SUV,Progressive Shippers Cooperative Association No
C_CND_026016,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Pale White,SUV,Chrysler Plymouth
C_CND_026017,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,New Castle Ford Lincoln Mercury
C_CND_026018,Buick,Regal,Double Overhead Camshaft,Auto,Pale White,Passenger,Diehl Motor CO Inc
C_CND_026019,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Black,Passenger,Star Enterprises Inc
C_CND_026020,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_026021,Lexus,LX470,Overhead Camshaft,Manual,Pale White,SUV,Enterprise Rent A Car
C_CND_026022,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Pale White,SUV,Progressive Shippers Cooperative Association No
C_CND_026023,Saturn,LS,Overhead Camshaft,Manual,Pale White,Sedan,Star Enterprises Inc
C_CND_026024,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Star Enterprises Inc
C_CND_026025,Chrysler,Cirrus,Overhead Camshaft,Manual,Red,Passenger,Rabun Used Car Sales
C_CND_026026,Dodge,Viper,Double Overhead Camshaft,Auto,Pale White,SUV,Ryder Truck Rental and Leasing
C_CND_026027,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Red,Passenger,Gartner Buick Hyundai Saab
C_CND_026028,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,SUV,Suburban Ford
C_CND_026029,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Saab-Belle Dodge
C_CND_026030,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,SUV,C & M Motors Inc
C_CND_026031,Mercury,Mystique,Double Overhead Camshaft,Auto,Pale White,Passenger,Scrivener Performance Engineering
C_CND_026032,Volvo,S40,Overhead Camshaft,Manual,Pale White,Sedan,Buddy Storbeck's Diesel Service Inc
C_CND_026033,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,Hardtop,U-Haul CO
C_CND_026034,Buick,Century,Double Overhead Camshaft,Auto,Pale White,Hatchback,New Castle Ford Lincoln Mercury
C_CND_026035,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Pars Auto Sales
C_CND_026036,Honda,Accord,Overhead Camshaft,Manual,Black,Sedan,Saab-Belle Dodge
C_CND_026037,Saturn,LS,Double Overhead Camshaft,Auto,Pale White,Sedan,Diehl Motor CO Inc
C_CND_026038,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,U-Haul CO
C_CND_026039,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,Hatchback,Saab-Belle Dodge
C_CND_026040,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Pale White,Hatchback,Rabun Used Car Sales
C_CND_026041,Lexus,LS400,Double Overhead Camshaft,Auto,Black,Sedan,Enterprise Rent A Car
C_CND_026042,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Pale White,SUV,Saab-Belle Dodge
C_CND_026043,Plymouth,Voyager,Overhead Camshaft,Manual,Black,Passenger,Saab-Belle Dodge
C_CND_026044,Toyota,Corolla,Overhead Camshaft,Manual,Red,Passenger,McKinney Dodge Chrysler Jeep
C_CND_026045,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,Passenger,Gartner Buick Hyundai Saab
C_CND_026046,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,Hardtop,Star Enterprises Inc
C_CND_026047,Dodge,Avenger,Double Overhead Camshaft,Auto,Pale White,Passenger,U-Haul CO
C_CND_026048,Honda,Accord,Double Overhead Camshaft,Auto,Pale White,Sedan,Classic Chevy
C_CND_026049,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Red,Passenger,Hatfield Volkswagen
C_CND_026050,Toyota,Camry,Double Overhead Camshaft,Auto,Red,Hatchback,Chrysler Plymouth
C_CND_026051,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Red,SUV,Tri-State Mack Inc
C_CND_026052,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,C & M Motors Inc
C_CND_026053,Dodge,Avenger,Double Overhead Camshaft,Auto,Pale White,Passenger,Classic Chevy
C_CND_026054,Volvo,S70,Overhead Camshaft,Manual,Black,SUV,C & M Motors Inc
C_CND_026055,Acura,RL,Double Overhead Camshaft,Auto,Black,SUV,Iceberg Rentals
C_CND_026056,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Red,SUV,Motor Vehicle Branch Office
C_CND_026057,Buick,Park Avenue,Overhead Camshaft,Manual,Black,Hatchback,U-Haul CO
C_CND_026058,Infiniti,I30,Overhead Camshaft,Manual,Pale White,Hardtop,Tri-State Mack Inc
C_CND_026059,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,SUV,New Castle Ford Lincoln Mercury
C_CND_026060,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,New Castle Ford Lincoln Mercury
C_CND_026061,Audi,A6,Overhead Camshaft,Manual,Pale White,SUV,McKinney Dodge Chrysler Jeep
C_CND_026062,Dodge,Avenger,Double Overhead Camshaft,Auto,Pale White,Passenger,Star Enterprises Inc
C_CND_026063,Volkswagen,GTI,Double Overhead Camshaft,Auto,Red,SUV,Race Car Help
C_CND_026064,Ford,Windstar,Double Overhead Camshaft,Auto,Pale White,Sedan,Star Enterprises Inc
C_CND_026065,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Pale White,Sedan,Buddy Storbeck's Diesel Service Inc
C_CND_026066,Pontiac,Bonneville,Double Overhead Camshaft,Auto,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_026067,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,Hatchback,U-Haul CO
C_CND_026068,Saab,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,Classic Chevy
C_CND_026069,Saturn,SW,Double Overhead Camshaft,Auto,Red,Passenger,Clay Johnson Auto Sales
C_CND_026070,Toyota,Camry,Double Overhead Camshaft,Auto,Pale White,Hatchback,Chrysler of Tri-Cities
C_CND_026071,Saturn,LW,Double Overhead Camshaft,Auto,Pale White,Hatchback,Chrysler Plymouth
C_CND_026072,Saab,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,Gartner Buick Hyundai Saab
C_CND_026073,Mitsubishi,Eclipse,Double Overhead Camshaft,Auto,Black,Hardtop,Saab-Belle Dodge
C_CND_026074,Plymouth,Voyager,Overhead Camshaft,Manual,Black,Passenger,Rabun Used Car Sales
C_CND_026075,Jeep,Wrangler,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_026076,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,Sedan,Suburban Ford
C_CND_026077,Chevrolet,Malibu,Double Overhead Camshaft,Auto,Pale White,SUV,Scrivener Performance Engineering
C_CND_026078,Lexus,LS400,Overhead Camshaft,Manual,Red,Sedan,Rabun Used Car Sales
C_CND_026079,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,Black,Sedan,McKinney Dodge Chrysler Jeep
C_CND_026080,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,Hatchback,Iceberg Rentals
C_CND_026081,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,Hatchback,New Castle Ford Lincoln Mercury
C_CND_026082,Dodge,Caravan,Overhead Camshaft,Manual,Pale White,SUV,Rabun Used Car Sales
C_CND_026083,Toyota,Camry,Overhead Camshaft,Manual,Black,Hatchback,Tri-State Mack Inc
C_CND_026084,Honda,Accord,Double Overhead Camshaft,Auto,Pale White,Sedan,Rabun Used Car Sales
C_CND_026085,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,Hardtop,Capitol KIA
C_CND_026086,Ford,Taurus,Overhead Camshaft,Manual,Black,SUV,Rabun Used Car Sales
C_CND_026087,Chrysler,Concorde,Double Overhead Camshaft,Auto,Black,Hardtop,Gartner Buick Hyundai Saab
C_CND_026088,Volvo,S70,Double Overhead Camshaft,Auto,Pale White,Hardtop,Capitol KIA
C_CND_026089,Cadillac,Catera,Double Overhead Camshaft,Auto,Pale White,Hatchback,Rabun Used Car Sales
C_CND_026090,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,Hatchback,Suburban Ford
C_CND_026091,Ford,Escort,Overhead Camshaft,Manual,Black,Passenger,Buddy Storbeck's Diesel Service Inc
C_CND_026092,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,Hardtop,Chrysler of Tri-Cities
C_CND_026093,Volkswagen,Beetle,Double Overhead Camshaft,Auto,Red,Hardtop,Saab-Belle Dodge
C_CND_026094,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Progressive Shippers Cooperative Association No
C_CND_026095,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Suburban Ford
C_CND_026096,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,Passenger,Star Enterprises Inc
C_CND_026097,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Red,SUV,Diehl Motor CO Inc
C_CND_026098,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Pale White,Hatchback,Chrysler Plymouth
C_CND_026099,Volvo,S70,Double Overhead Camshaft,Auto,Pale White,SUV,Iceberg Rentals
C_CND_026100,Pontiac,Grand Am,Double Overhead Camshaft,Auto,Pale White,SUV,Suburban Ford
C_CND_026101,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Pale White,SUV,Nebo Chevrolet
C_CND_026102,Volkswagen,Golf,Double Overhead Camshaft,Auto,Pale White,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_026103,Lexus,LX470,Double Overhead Camshaft,Auto,Black,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_026104,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Tri-State Mack Inc
C_CND_026105,Chevrolet,Monte Carlo,Double Overhead Camshaft,Auto,Red,Hatchback,Tri-State Mack Inc
C_CND_026106,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hatchback,New Castle Ford Lincoln Mercury
C_CND_026107,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,Sedan,Suburban Ford
C_CND_026108,Lexus,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,McKinney Dodge Chrysler Jeep
C_CND_026109,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Pale White,SUV,Race Car Help
C_CND_026110,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Tri-State Mack Inc
C_CND_026111,Volvo,C70,Overhead Camshaft,Manual,Black,Hatchback,Suburban Ford
C_CND_026112,Buick,Century,Double Overhead Camshaft,Auto,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_026113,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Red,SUV,Buddy Storbeck's Diesel Service Inc
C_CND_026114,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_026115,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,Motor Vehicle Branch Office
C_CND_026116,Hyundai,Accent,Overhead Camshaft,Manual,Black,Hatchback,Nebo Chevrolet
C_CND_026117,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,Suburban Ford
C_CND_026118,Volkswagen,Beetle,Double Overhead Camshaft,Auto,Pale White,Hardtop,Tri-State Mack Inc
C_CND_026119,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,Hardtop,Race Car Help
C_CND_026120,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,Rabun Used Car Sales
C_CND_026121,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,Tri-State Mack Inc
C_CND_026122,Acura,RL,Overhead Camshaft,Manual,Red,SUV,Race Car Help
C_CND_026123,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Pale White,Passenger,Rabun Used Car Sales
C_CND_026124,BMW,323i,Double Overhead Camshaft,Auto,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_026125,Dodge,Ram Pickup,Double Overhead Camshaft,Auto,Red,Hardtop,Suburban Ford
C_CND_026126,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,Sedan,Classic Chevy
C_CND_026127,Volvo,S40,Double Overhead Camshaft,Auto,Red,Sedan,U-Haul CO
C_CND_026128,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,Hardtop,Saab-Belle Dodge
C_CND_026129,Chrysler,300M,Double Overhead Camshaft,Auto,Black,SUV,Enterprise Rent A Car
